"Season","Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"2005","Dan Haren","Athletics","6.76","2.20","3.08","1.08","18.2%","5.9%","12.3%",".253","1.22",".287","72.5%","88","90","85","3.73","3.89","-0.16","3.67","3.79","1757"
"1981","Richard Dotson","White Sox","4.66","3.13","1.49","0.83","12.2%","8.2%","4.0%",".266","1.38",".287","72.9%","103","106","","3.77","3.89","-0.13","","","1003424"
"1978","Eric Rasmussen","- - -","3.96","2.74","1.44","0.87","10.5%","7.3%","3.2%",".267","1.35",".281","69.7%","120","113","","4.09","3.89","0.20","","","1010704"
"1942","Jim Tobin","Braves","2.22","3.00","0.74","0.63","5.8%","7.8%","-2.0%",".252","1.32",".255","67.2%","122","116","","3.97","3.89","0.08","","","1013089"
"1956","Bob Rush","Cubs","3.91","2.22","1.76","1.13","10.6%","6.0%","4.6%",".229","1.12",".230","74.2%","84","99","","3.19","3.89","-0.70","","","1011307"
"2014","Wei-Yin Chen","Orioles","6.59","1.70","3.89","1.11","17.6%","4.5%","13.1%",".263","1.23",".296","77.5%","91","100","99","3.54","3.89","-0.35","3.75","3.85","13071"
"1884","Sam Moffett","Blues","3.82","2.64","1.45","0.41","","","",".297","1.49",".324","45.8%","133","120","","3.87","3.89","-0.02","","","1009026"
"1927","Burleigh Grimes","Giants","3.54","3.02","1.17","0.42","9.3%","7.9%","1.4%",".271","1.39",".292","71.5%","92","100","","3.54","3.89","-0.36","","","1005061"
"2008","Kyle Lohse","Cardinals","5.36","2.21","2.43","0.81","14.2%","5.8%","8.3%",".268","1.30",".297","73.6%","90","92","95","3.78","3.89","-0.11","4.11","4.35","739"
"1949","Al Brazle","Cardinals","3.27","2.66","1.23","0.79","8.6%","7.0%","1.6%",".259","1.30",".268","76.1%","77","95","","3.18","3.89","-0.71","","","1001371"
"1922","Waite Hoyt","Yankees","3.23","2.58","1.25","0.44","8.5%","6.8%","1.7%",".263","1.31",".279","71.6%","85","95","","3.43","3.89","-0.46","","","1006115"
"1963","Don Schwall","Pirates","4.62","3.97","1.16","0.70","12.0%","10.3%","1.7%",".248","1.38",".269","75.5%","102","120","","3.33","3.89","-0.56","","","1011657"
"1993","Rene Arocha","Cardinals","4.60","1.48","3.10","0.96","12.4%","4.0%","8.4%",".266","1.21",".284","70.0%","95","97","","3.78","3.89","-0.11","","","1000325"
"1971","Pat Jarvis","Braves","3.77","2.83","1.33","0.89","9.9%","7.4%","2.5%",".256","1.31",".266","69.7%","110","107","","4.10","3.89","0.21","","","1006363"
"1959","Jim Bunning","Tigers","7.25","2.70","2.68","1.33","19.4%","7.2%","12.2%",".231","1.18",".257","76.7%","98","96","","3.89","3.89","0.00","","","1001653"
"1952","Jim Hearn","Giants","3.58","3.90","0.92","0.64","9.3%","10.1%","-0.8%",".242","1.36",".254","68.5%","102","105","","3.78","3.89","-0.11","","","1005556"
"1998","John Burkett","Rangers","6.05","2.12","2.85","0.88","15.3%","5.4%","10.0%",".288","1.42",".325","59.4%","117","83","","5.68","3.89","1.78","","","179"
"2016","Zach Davies","Brewers","7.44","2.09","3.55","1.10","19.8%","5.6%","14.2%",".260","1.25",".302","72.0%","94","93","95","3.97","3.89","0.07","3.94","4.06","13183"
"1961","Don Drysdale","Dodgers","6.71","3.06","2.19","1.07","17.4%","7.9%","9.5%",".250","1.31",".282","76.4%","87","94","","3.69","3.89","-0.21","","","1003516"
"1948","Gene Bearden","Indians","3.13","4.15","0.75","0.35","8.6%","11.3%","-2.8%",".226","1.28",".242","79.0%","60","99","","2.43","3.89","-1.46","","","1000717"
"1969","Pat Jarvis","Braves","5.09","3.02","1.68","1.04","13.4%","8.0%","5.5%",".242","1.27",".257","67.9%","119","109","","4.43","3.89","0.54","","","1006363"
"1991","Jaime Navarro","Brewers","4.38","2.81","1.56","0.69","11.4%","7.3%","4.1%",".257","1.32",".277","68.4%","98","98","","3.92","3.89","0.03","","","1009465"
"1957","Jim Wilson","White Sox","4.46","2.90","1.54","0.98","11.9%","7.7%","4.2%",".245","1.26",".257","76.0%","94","103","","3.48","3.89","-0.41","","","1014089"
"2013","Yovani Gallardo","Brewers","7.17","3.29","2.18","0.90","18.6%","8.5%","10.1%",".256","1.36",".299","70.2%","108","99","99","4.18","3.89","0.29","3.74","3.98","8173"
"1896","Dad Clarke","Giants","1.69","1.54","1.10","0.23","","","",".303","1.40",".314","51.2%","101","92","","4.26","3.89","0.36","","","1002273"
"1950","Ed Lopat","Yankees","2.74","2.48","1.11","0.72","7.2%","6.5%","0.7%",".262","1.31",".268","70.9%","79","91","","3.47","3.90","-0.43","","","1007748"
"1977","John Candelaria","Pirates","5.19","1.95","2.66","1.13","14.5%","5.5%","9.1%",".228","1.07",".239","88.8%","59","98","","2.34","3.90","-1.55","","","1001909"
"1954","Art Fowler","Redlegs","3.68","3.36","1.09","0.79","9.3%","8.5%","0.8%",".282","1.50",".296","73.5%","92","93","","3.83","3.90","-0.06","","","1004268"
"1923","Jimmy Ring","Phillies","3.31","3.40","0.97","0.38","8.4%","8.6%","-0.2%",".276","1.48",".296","69.4%","86","87","","3.87","3.90","-0.02","","","1010972"
"2003","Matt Morris","Cardinals","6.27","2.04","3.08","1.04","17.1%","5.6%","11.5%",".248","1.18",".277","73.2%","90","91","91","3.76","3.90","-0.14","3.94","3.98","1172"
"1995","Andy Benes","- - -","8.47","3.86","2.19","0.89","21.1%","9.6%","11.5%",".266","1.49",".326","67.5%","110","88","","4.76","3.90","0.86","","","1144"
"1986","Jimmy Key","Blue Jays","5.47","2.87","1.91","0.93","14.7%","7.7%","7.0%",".252","1.28",".276","75.7%","85","94","","3.57","3.90","-0.33","","","1006885"
"1957","Don Newcombe","Dodgers","4.08","1.49","2.73","1.27","11.0%","4.1%","7.0%",".255","1.17",".258","75.9%","87","98","","3.49","3.90","-0.41","","","1009529"
"2004","John Thomson","Braves","6.04","2.36","2.56","0.91","16.0%","6.2%","9.7%",".271","1.32",".305","72.9%","87","89","90","3.72","3.90","-0.18","3.97","4.22","453"
"1990","Mark Portugal","Astros","6.22","3.07","2.03","0.96","16.4%","8.1%","8.3%",".246","1.29",".275","73.5%","99","108","","3.62","3.90","-0.28","","","1010460"
"1889","Toad Ramsey","- - -","4.62","4.03","1.15","0.35","","","",".300","1.66",".337","41.0%","136","104","","5.22","3.90","1.32","","","1010688"
"1976","Rick Rhoden","Dodgers","3.83","2.64","1.45","0.85","10.4%","7.1%","3.2%",".239","1.20",".248","78.4%","89","112","","2.98","3.90","-0.91","","","1010887"
"1990","Mike Morgan","Dodgers","4.52","2.56","1.77","0.81","11.9%","6.7%","5.2%",".262","1.31",".281","71.2%","101","105","","3.75","3.90","-0.14","","","67"
"2005","Jeremy Bonderman","Tigers","6.90","2.71","2.54","1.00","18.1%","7.1%","11.0%",".269","1.35",".310","69.0%","107","90","89","4.57","3.90","0.67","3.87","3.94","1667"
"1998","Dustin Hermanson","Expos","7.41","2.70","2.75","1.01","20.1%","7.3%","12.8%",".230","1.17",".266","73.7%","74","90","","3.13","3.90","-0.77","","","195"
"1967","Earl Wilson","Tigers","6.27","3.14","2.00","1.16","17.0%","8.5%","8.5%",".219","1.17",".236","79.0%","99","114","","3.27","3.90","-0.63","","","1014073"
"1972","Rich Hand","Rangers","5.75","5.43","1.06","0.63","14.7%","13.8%","0.8%",".218","1.42",".246","78.4%","109","124","","3.32","3.90","-0.58","","","1005301"
"1979","Dan Schatzeder","Expos","5.89","3.28","1.80","0.94","15.7%","8.7%","6.9%",".220","1.20",".241","80.7%","77","106","","2.83","3.90","-1.07","","","1011527"
"2017","Marcus Stroman","Blue Jays","7.34","2.78","2.65","0.94","19.7%","7.4%","12.2%",".262","1.31",".310","78.1%","71","88","82","3.09","3.90","-0.81","3.58","3.85","13431"
"1953","Bob Lemon","Indians","3.08","3.45","0.89","0.50","8.1%","9.1%","-1.0%",".258","1.37",".272","74.7%","88","101","","3.36","3.90","-0.54","","","1007517"
"1899","Jim Hughey","Spiders","1.72","2.80","0.61","0.29","","","",".336","1.73",".346","53.8%","141","107","","5.41","3.90","1.51","","","1006155"
"2017","Mike Leake","- - -","6.29","1.79","3.51","0.97","16.6%","4.7%","11.9%",".273","1.28",".309","70.3%","94","92","90","3.92","3.90","0.02","3.91","4.15","10130"
"1926","Sheriff Blake","Cubs","4.33","4.19","1.03","0.32","11.2%","10.8%","0.4%",".272","1.50",".304","72.2%","95","103","","3.60","3.90","-0.30","","","1001038"
"1980","Doyle Alexander","Braves","4.43","2.87","1.54","0.78","11.6%","7.5%","4.1%",".251","1.30",".269","66.8%","109","100","","4.20","3.90","0.30","","","1000122"
"1929","Jakie May","Reds","4.16","3.39","1.23","0.32","10.5%","8.6%","1.9%",".275","1.48",".305","65.0%","102","90","","4.61","3.90","0.71","","","1008301"
"2010","Mark Buehrle","White Sox","4.24","2.10","2.02","0.73","11.0%","5.5%","5.6%",".290","1.40",".313","70.2%","99","89","108","4.28","3.90","0.38","4.49","4.70","225"
"2008","Jered Weaver","Angels","7.74","2.75","2.81","1.02","20.4%","7.3%","13.2%",".253","1.28",".298","70.7%","100","91","98","4.33","3.90","0.43","4.23","4.05","4235"
"1998","Brad Radke","Twins","6.15","1.81","3.40","0.97","16.2%","4.8%","11.4%",".279","1.32",".315","70.2%","89","86","","4.30","3.90","0.39","","","748"
"1986","Floyd Bannister","White Sox","5.01","2.61","1.92","0.93","13.4%","7.0%","6.4%",".254","1.27",".274","69.6%","82","94","","3.54","3.90","-0.36","","","1000516"
"2019","Madison Bumgarner","Giants","8.80","1.86","4.72","1.30","24.1%","5.1%","19.0%",".241","1.13",".289","71.8%","93","93","97","3.90","3.90","0.00","4.31","4.15","5524"
"2007","Adam Wainwright","Cardinals","6.06","3.12","1.94","0.58","15.4%","7.9%","7.5%",".264","1.40",".304","72.6%","86","89","99","3.70","3.90","-0.20","4.45","4.55","2233"
"2017","Sonny Gray","- - -","8.48","3.16","2.68","1.05","22.6%","8.4%","14.2%",".225","1.21",".269","69.6%","83","89","86","3.55","3.90","-0.35","3.76","4.08","12768"
"1993","Andy Benes","Padres","6.98","3.36","2.08","0.90","18.5%","8.9%","9.6%",".228","1.24",".262","69.4%","94","94","","3.78","3.90","-0.12","","","1144"
"1957","Ray Moore","Orioles","4.63","4.43","1.04","0.67","12.2%","11.6%","0.5%",".231","1.35",".251","73.7%","105","109","","3.72","3.90","-0.18","","","1009125"
"1996","Joey Hamilton","Padres","7.82","3.53","2.22","0.81","20.3%","9.1%","11.1%",".252","1.37",".305","73.0%","105","92","","4.17","3.90","0.26","","","328"
"1886","John Kirby","Maroons","3.57","3.71","0.96","0.25","","","",".264","1.42",".289","53.5%","103","122","","3.30","3.90","-0.61","","","1006962"
"1935","Curt Davis","Phillies","2.88","1.83","1.57","0.55","7.5%","4.8%","2.7%",".283","1.35",".296","72.1%","81","85","","3.66","3.90","-0.24","","","1003043"
"2018","Jose Berrios","Twins","9.45","2.85","3.31","1.17","25.4%","7.7%","17.7%",".220","1.14",".270","75.8%","89","92","92","3.84","3.90","-0.07","3.89","3.80","14168"
"1927","Guy Bush","Cubs","2.89","3.68","0.78","0.14","7.6%","9.7%","-2.1%",".243","1.32",".262","72.2%","79","100","","3.03","3.90","-0.88","","","1001752"
"1980","Dennis Leonard","Royals","4.98","2.57","1.94","0.96","13.2%","6.8%","6.4%",".248","1.25",".266","72.6%","93","99","","3.79","3.90","-0.12","","","1007531"
"1995","Pedro Martinez","Expos","8.04","3.05","2.64","0.97","22.2%","8.4%","13.8%",".223","1.15",".268","75.9%","83","93","","3.51","3.90","-0.39","","","200"
"1959","Billy Pierce","White Sox","4.58","2.49","1.84","1.04","12.2%","6.6%","5.6%",".250","1.25",".262","74.9%","96","101","","3.62","3.90","-0.29","","","1010326"
"2011","Ryan Dempster","Cubs","8.50","3.65","2.33","1.02","21.7%","9.3%","12.4%",".266","1.45",".324","70.4%","121","100","96","4.80","3.91","0.90","3.70","3.78","517"
"1988","John Farrell","Indians","3.94","2.87","1.37","0.64","10.3%","7.5%","2.8%",".264","1.35",".282","68.6%","105","99","","4.24","3.91","0.33","","","1003948"
"1956","Sam Jones","Cubs","8.40","5.49","1.53","1.00","21.2%","13.8%","7.3%",".219","1.43",".262","74.4%","103","99","","3.91","3.91","0.01","","","1006590"
"2006","Felix Hernandez","Mariners","8.29","2.83","2.93","1.08","21.6%","7.4%","14.2%",".260","1.34",".312","68.2%","103","88","75","4.52","3.91","0.62","3.37","3.48","4772"
"1887","Ed Morris","Alleghenys","2.58","2.01","1.28","0.37","","","",".295","1.40",".310","52.6%","113","100","","4.31","3.91","0.40","","","1009204"
"1946","Ray Scarborough","Senators","2.66","4.28","0.62","0.46","6.6%","10.7%","-4.0%",".284","1.61",".297","69.2%","120","118","","4.05","3.91","0.14","","","1011496"
"2002","Livan Hernandez","Giants","5.58","2.96","1.89","0.79","14.6%","7.7%","6.8%",".275","1.41",".309","69.3%","111","97","98","4.38","3.91","0.47","4.12","4.41","1116"
"1995","Tom Candiotti","Dodgers","6.67","2.74","2.43","0.85","17.4%","7.1%","10.2%",".251","1.29",".288","70.4%","90","95","","3.50","3.91","-0.41","","","1001911"
"1970","Jerry Koosman","Mets","5.01","3.01","1.66","0.93","13.4%","8.0%","5.3%",".233","1.23",".249","75.7%","79","103","","3.14","3.91","-0.77","","","1007103"
"1973","Roric Harrison","Braves","6.60","4.97","1.33","0.76","16.7%","12.6%","4.1%",".238","1.46",".274","71.4%","107","100","","4.16","3.91","0.25","","","1005430"
"2009","Jorge De La Rosa","Rockies","9.39","4.04","2.33","0.97","24.2%","10.4%","13.8%",".243","1.38",".308","71.6%","95","88","87","4.38","3.91","0.47","3.71","3.79","2047"
"1983","Dick Ruthven","- - -","4.87","1.87","2.61","1.08","12.8%","4.9%","7.9%",".275","1.31",".294","66.9%","114","100","","4.38","3.91","0.47","","","1011330"
"1994","Paul Wagner","Pirates","6.47","3.76","1.72","0.53","16.1%","9.4%","6.7%",".286","1.55",".337","67.9%","107","91","","4.59","3.91","0.68","","","1013490"
"2006","Chien-Ming Wang","Yankees","3.14","2.15","1.46","0.50","8.4%","5.8%","2.7%",".275","1.31",".292","72.2%","80","87","93","3.63","3.91","-0.28","4.19","4.27","2074"
"1889","Al Mays","Solons","3.34","3.60","0.93","0.26","","","",".297","1.59",".322","47.8%","134","111","","4.82","3.91","0.91","","","1008311"
"2008","Matt Cain","Giants","7.69","3.76","2.04","0.79","19.9%","9.8%","10.2%",".247","1.36",".297","75.3%","87","92","103","3.76","3.91","-0.15","4.45","4.37","4732"
"1963","Joey Jay","Reds","6.14","3.86","1.59","1.01","15.8%","10.0%","5.9%",".262","1.44",".293","70.9%","128","117","","4.29","3.91","0.38","","","1006373"
"2017","Carlos Martinez","Cardinals","9.53","3.12","3.06","1.19","25.3%","8.3%","17.0%",".230","1.22",".284","74.9%","87","93","84","3.64","3.91","-0.26","3.63","3.85","11682"
"1988","Storm Davis","Athletics","5.67","4.06","1.40","0.71","14.6%","10.4%","4.1%",".271","1.50",".306","77.3%","99","103","","3.70","3.91","-0.21","","","1003080"
"1923","Charlie Robertson","White Sox","3.21","3.67","0.88","0.28","8.2%","9.4%","-1.2%",".262","1.44",".282","68.1%","97","99","","3.81","3.91","-0.10","","","1011025"
"1976","Ken Holtzman","- - -","2.41","2.55","0.94","0.66","6.3%","6.7%","-0.4%",".273","1.36",".279","73.4%","108","112","","3.65","3.91","-0.26","","","1005989"
"1921","George Uhle","Indians","2.38","2.38","1.00","0.34","6.1%","6.1%","0.0%",".296","1.47",".310","65.1%","92","93","","4.01","3.91","0.10","","","1013266"
"1897","Doc McJames","Senators","4.34","3.81","1.14","0.19","","","",".283","1.54",".319","60.4%","83","94","","3.61","3.91","-0.29","","","1008576"
"1961","Mike McCormick","Giants","5.87","2.70","2.17","1.19","15.8%","7.3%","8.5%",".246","1.24",".266","80.1%","82","103","","3.20","3.91","-0.71","","","1008420"
"1928","Bill Sherdel","Cardinals","2.61","2.03","1.29","0.62","6.9%","5.4%","1.5%",".255","1.23",".262","74.7%","71","94","","2.86","3.91","-1.05","","","1011869"
"1899","Ted Lewis","Beaneaters","2.30","2.80","0.82","0.38","","","",".270","1.36",".281","66.5%","85","98","","3.49","3.91","-0.42","","","1007589"
"1946","Phil Marchildon","Athletics","3.77","4.53","0.83","0.56","9.9%","11.8%","-2.0%",".233","1.37",".249","71.4%","99","113","","3.49","3.91","-0.42","","","1008102"
"1890","Tony Mullane","Reds","3.92","4.13","0.95","0.30","","","",".229","1.30",".252","65.1%","63","104","","2.24","3.91","-1.67","","","1009291"
"1993","Todd Stottlemyre","Blue Jays","4.99","3.52","1.42","0.56","12.5%","8.8%","3.7%",".286","1.55",".319","64.9%","110","89","","4.84","3.91","0.93","","","75"
"1927","Flint Rhem","Cardinals","2.71","2.87","0.94","0.32","6.9%","7.3%","-0.4%",".278","1.44",".294","60.8%","112","98","","4.41","3.91","0.50","","","1010878"
"1928","George Earnshaw","Athletics","6.65","5.68","1.17","0.40","16.1%","13.7%","2.3%",".228","1.53",".270","69.6%","93","99","","3.81","3.91","-0.10","","","1003633"
"2012","Rick Porcello","Tigers","5.46","2.25","2.43","0.82","13.7%","5.6%","8.1%",".308","1.53",".344","69.0%","110","94","94","4.59","3.91","0.68","3.89","4.07","2717"
"2012","Joe Blanton","- - -","7.82","1.60","4.88","1.37","20.6%","4.2%","16.4%",".269","1.26",".310","67.9%","121","99","87","4.71","3.91","0.80","3.39","3.53","4849"
"1965","Bill Monbouquette","Red Sox","4.33","1.57","2.75","1.26","11.6%","4.2%","7.4%",".263","1.22",".270","70.6%","99","101","","3.70","3.91","-0.21","","","1009048"
"1932","Ed Holley","Phillies","3.43","2.17","1.58","0.59","8.9%","5.6%","3.3%",".270","1.32",".286","67.6%","91","88","","3.95","3.91","0.03","","","1005953"
"1948","Joe Hatten","Dodgers","3.15","4.05","0.78","0.39","8.0%","10.3%","-2.3%",".278","1.54",".297","74.3%","88","94","","3.58","3.91","-0.33","","","1005495"
"1955","Gene Conley","Braves","6.09","2.96","2.06","1.31","16.0%","7.8%","8.2%",".247","1.29",".265","71.8%","111","103","","4.16","3.91","0.25","","","1002507"
"1923","Joe Oeschger","Braves","1.79","2.92","0.61","0.22","4.4%","7.1%","-2.8%",".325","1.69",".337","60.3%","148","103","","5.68","3.91","1.77","","","1009738"
"2008","Andy Sonnanstine","Rays","5.77","1.72","3.35","0.98","15.1%","4.5%","10.6%",".273","1.29",".302","66.3%","103","91","99","4.38","3.91","0.46","4.29","4.27","7667"
"2000","Livan Hernandez","Giants","6.19","2.74","2.26","0.82","16.0%","7.1%","8.9%",".267","1.36",".303","72.3%","84","87","","3.75","3.91","-0.16","","","1116"
"1990","Mike Harkey","Cubs","4.87","3.06","1.59","0.73","12.9%","8.1%","4.8%",".231","1.22",".251","74.2%","82","101","","3.26","3.91","-0.65","","","1005363"
"1987","Doug Drabek","Pirates","6.12","2.35","2.61","1.12","16.6%","6.4%","10.3%",".244","1.20",".268","69.4%","95","94","","3.88","3.91","-0.04","","","1003473"
"2001","Tim Wakefield","Red Sox","7.90","3.90","2.03","0.69","20.2%","10.0%","10.3%",".243","1.36",".298","71.2%","86","91","","3.90","3.91","-0.02","","","219"
"1889","Hank Gastright","Solons","4.65","4.20","1.11","0.32","","","",".289","1.61",".325","52.9%","127","111","","4.57","3.92","0.65","","","1004569"
"1998","Todd Stottlemyre","- - -","8.28","3.29","2.52","1.02","21.5%","8.5%","13.0%",".248","1.33",".298","72.7%","85","88","","3.74","3.92","-0.18","","","75"
"1973","Steve Renko","Expos","5.91","3.89","1.52","0.94","15.7%","10.3%","5.4%",".215","1.24",".235","79.0%","74","103","","2.81","3.92","-1.10","","","1010835"
"2001","Kevin Appier","Mets","7.49","2.79","2.69","0.96","20.1%","7.5%","12.6%",".233","1.19",".273","74.6%","85","91","","3.57","3.92","-0.34","","","3"
"1901","Archie Stimmel","Reds","3.23","2.58","1.25","0.59","","","",".282","1.40",".298","61.3%","122","124","","4.11","3.92","0.19","","","1012540"
"1997","Alex Fernandez","Marlins","7.46","2.81","2.65","1.02","20.2%","7.6%","12.6%",".232","1.19",".270","74.9%","89","94","","3.59","3.92","-0.33","","","1003993"
"1977","Wayne Garland","Indians","3.76","2.80","1.34","0.73","10.0%","7.4%","2.5%",".257","1.31",".271","71.1%","89","95","","3.60","3.92","-0.32","","","1004538"
"1931","Bob Smith","Cubs","2.36","2.32","1.02","0.37","6.3%","6.2%","0.1%",".254","1.25",".264","69.8%","84","98","","3.22","3.92","-0.70","","","1012100"
"1888","Bill Fagan","Cowboys","3.10","4.74","0.65","0.25","","","",".308","1.78",".332","42.7%","174","126","","5.69","3.92","1.77","","","1003894"
